course_id,course_name,processing_status,success,csv_file_path,markdown_file_path,error_message,failure_reason
70f8948a-67b0-4f60-a5f7-503174922b2f,3560 Voice MPP 12.0.2,success,True,C:\Users\jorcleme\projects\netacad\data\csv\GRADEBOOK_DATA_2025-07-17T16_42_44Z_3560_Voice_MPP_12_0_2.csv,C:\Users\jorcleme\projects\netacad\data\markdown\GRADEBOOK_DATA_2025-07-17T16_42_44Z_3560_Voice_MPP_12_0_2.md,,
b71a3956-6eff-4a00-9ed8-cfa6754299e0,3559 Voice 8875 PhoneOS 2.0.x,success,True,C:\Users\jorcleme\projects\netacad\data\csv\GRADEBOOK_DATA_2025-07-17T16_43_04Z_3559_Voice_8875_PhoneOS_2_0_x.csv,C:\Users\jorcleme\projects\netacad\data\markdown\GRADEBOOK_DATA_2025-07-17T16_43_04Z_3559_Voice_8875_PhoneOS_2_0_x.md,,
ba97e112-3659-44e4-8eff-af4b576338a1,3564 Voice ATA 11.2.4,success,True,C:\Users\jorcleme\projects\netacad\data\csv\GRADEBOOK_DATA_2025-07-17T16_43_24Z_3564_Voice_ATA_11_2_4.csv,C:\Users\jorcleme\projects\netacad\data\markdown\GRADEBOOK_DATA_2025-07-17T16_43_24Z_3564_Voice_ATA_11_2_4.md,,
623792c9-0689-4943-b9f1-c8fa2b171f4f,3558 Voice MPP 12.0.1,success,True,C:\Users\jorcleme\projects\netacad\data\csv\GRADEBOOK_DATA_2025-07-17T16_43_44Z_3558_Voice_MPP_12_0_1.csv,C:\Users\jorcleme\projects\netacad\data\markdown\GRADEBOOK_DATA_2025-07-17T16_43_44Z_3558_Voice_MPP_12_0_1.md,,
cc1f62e1-824a-4f36-afc7-6a3523874507,3579 Voice PhoneOS 3.5,failed,False,,,Failed to open refresh list,Failed to open refresh list
4e543956-0aac-4f4f-8893-255f07fbc95a,3756 Software Cisco Business Dashboard Lite 2.10.1,success,True,C:\Users\jorcleme\projects\netacad\data\csv\GRADEBOOK_DATA_2025-07-17T16_38_56Z_3756_Software_Cisco_Business_D.csv,C:\Users\jorcleme\projects\netacad\data\markdown\GRADEBOOK_DATA_2025-07-17T16_38_56Z_3756_Software_Cisco_Business_D.md,,
db2ddb4d-0ff4-4e96-af87-008369890b83,3755 Software Cisco Business Dashboard and Probe version 2.10.1,success,True,C:\Users\jorcleme\projects\netacad\data\csv\GRADEBOOK_DATA_2025-07-17T16_39_17Z_3755_Software_Cisco_Business_D.csv,C:\Users\jorcleme\projects\netacad\data\markdown\GRADEBOOK_DATA_2025-07-17T16_39_17Z_3755_Software_Cisco_Business_D.md,,
9e4d0ae8-3df4-4e3c-81cc-0c9972a76b68,3578 Voice MPP 12.0.7 SR2,success,True,C:\Users\jorcleme\projects\netacad\data\csv\GRADEBOOK_DATA_2025-07-17T16_39_37Z_3578_Voice_MPP_12_0_7_SR2.csv,C:\Users\jorcleme\projects\netacad\data\markdown\GRADEBOOK_DATA_2025-07-17T16_39_37Z_3578_Voice_MPP_12_0_7_SR2.md,,
ead7d699-d8d7-471e-bc0c-16b2f1003d40,3270 Switch Catalyst 1200/1300 MR 4.1.7,success,True,C:\Users\jorcleme\projects\netacad\data\csv\GRADEBOOK_DATA_2025-07-17T16_39_58Z_3270_Switch_Catalyst_1200_1300.csv,C:\Users\jorcleme\projects\netacad\data\markdown\GRADEBOOK_DATA_2025-07-17T16_39_58Z_3270_Switch_Catalyst_1200_1300.md,,
7eb3b665-c723-4e0c-97b9-d612d00b1e0c,3754 Software Cisco Business Mobile App 1.12.x,success,True,C:\Users\jorcleme\projects\netacad\data\csv\GRADEBOOK_DATA_2025-07-17T16_40_18Z_3754_Software_Cisco_Business_M.csv,C:\Users\jorcleme\projects\netacad\data\markdown\GRADEBOOK_DATA_2025-07-17T16_40_18Z_3754_Software_Cisco_Business_M.md,,
bd4201a1-f125-4c03-9c70-ebcb7e5db731,3753 Software Cisco Business Dashboard Lite 2.10.0,success,True,C:\Users\jorcleme\projects\netacad\data\csv\GRADEBOOK_DATA_2025-07-17T16_40_38Z_3753_Software_Cisco_Business_D.csv,C:\Users\jorcleme\projects\netacad\data\markdown\GRADEBOOK_DATA_2025-07-17T16_40_38Z_3753_Software_Cisco_Business_D.md,,
7b5cdd3d-151c-4a3c-9c89-32401e88d8c7,3752 Software Cisco Business Dashboard and Probe version 2.10.0,success,True,C:\Users\jorcleme\projects\netacad\data\csv\GRADEBOOK_DATA_2025-07-17T16_40_59Z_3752_Software_Cisco_Business_D.csv,C:\Users\jorcleme\projects\netacad\data\markdown\GRADEBOOK_DATA_2025-07-17T16_40_59Z_3752_Software_Cisco_Business_D.md,,
0987060c-e6f9-4145-89ca-0875e5d06817,3577 Voice PhoneOS 3.4,success,True,C:\Users\jorcleme\projects\netacad\data\csv\GRADEBOOK_DATA_2025-07-17T16_41_19Z_3577_Voice_PhoneOS_3_4.csv,C:\Users\jorcleme\projects\netacad\data\markdown\GRADEBOOK_DATA_2025-07-17T16_41_19Z_3577_Voice_PhoneOS_3_4.md,,
8b68db6e-e967-49f9-9493-a0d9d1a3c514,3751 Software Cisco Business Dashboard Lite Introduction,success,True,C:\Users\jorcleme\projects\netacad\data\csv\GRADEBOOK_DATA_2025-07-17T16_41_40Z_3751_Software_Cisco_Business_D.csv,C:\Users\jorcleme\projects\netacad\data\markdown\GRADEBOOK_DATA_2025-07-17T16_41_40Z_3751_Software_Cisco_Business_D.md,,
4c5e6df1-5a5d-4a7e-b3df-7ee39b30f996,0115 Voice Cisco MPP Onboarding / Fundamentals,success,True,C:\Users\jorcleme\projects\netacad\data\csv\GRADEBOOK_DATA_2025-07-17T16_42_00Z_0115_Voice_Cisco_MPP_Onboardin.csv,C:\Users\jorcleme\projects\netacad\data\markdown\GRADEBOOK_DATA_2025-07-17T16_42_00Z_0115_Voice_Cisco_MPP_Onboardin.md,,
06d14dd1-7468-4fe7-a6e4-ac2fc203d286,3576 Voice ATA 11.3.1,success,True,C:\Users\jorcleme\projects\netacad\data\csv\GRADEBOOK_DATA_2025-07-17T16_42_20Z_3576_Voice_ATA_11_3_1.csv,C:\Users\jorcleme\projects\netacad\data\markdown\GRADEBOOK_DATA_2025-07-17T16_42_20Z_3576_Voice_ATA_11_3_1.md,,
